o,config,Reward held-out,SLA,Makespan,Latencia P95,Throughput,Tamaño,FLOPs,Score total
3,32 / cpu / 16,0.029845600002832016,0.0,0.09155973117779152,0.17136394239845032,0.2791608822928839,0.0874814310252838,0.19402325234428897,0.8534348392415305
3,32 / cpu / 32,0.06944202209440924,0.0,0.037139950916629964,0.17699733784119628,0.2735087179365154,0.07498408373595755,0.1663056448665334,0.7983777573912418
3,32 / cuda / 16,0.06455532323642096,0.0,0.15861455942579641,0.09651595808357569,0.14588019679174274,0.0874814310252838,0.19402325234428897,0.7470707209071086
3,32 / cpu / 64,0.077097746024043,0.0,0.0412063689002026,0.17708352699788876,0.26264801802934146,0.04998938915730504,0.11087042991102226,0.718895479019803
3,32 / cpu / 128,0.08406881230759906,0.0,0.09987301311301995,0.17326255769419183,0.24386220634620365,0.0,0.0,0.6010665894610145
3,32 / cuda / 32,0.08178533809377476,0.0,0.0,0.1080275685256819,0.1488134095603451,0.07498408373595755,0.1663056448665334,0.5799160447822927
3,16 / cuda / 16,0.055410442523486814,0.0,0.07480634443354037,0.041516015675602876,0.03812308301411711,0.09384168812788735,0.19402325234428897,0.4977208261189235
3,16 / cuda / 32,0.07236286059557512,0.0,0.06031789505282383,0.05174855725675857,0.03809265724443524,0.08759301448322421,0.1663056448665334,0.4764206294993504
3,32 / cuda / 64,0.08876827039030798,0.0,0.024415956686085278,0.06070203928341152,0.14151330447241114,0.04998938915730504,0.11087042991102226,0.47625938990054323
3,32 / cuda / 128,0.07652373023672616,0.0,0.14278680942819835,0.10291129308188017,0.14871298117538462,0.0,0.0,0.47093481392218933
3,8 / cpu / 16,0.008394415164547026,0.0,0.10300570832778481,0.030215490844042486,0.014013651236993722,0.09702181667918912,0.19402325234428897,0.44667433459684613
3,8 / cpu / 32,0.03783415802438578,0.0,0.06738890863702678,0.026094743047858335,0.01094176352119714,0.09389747985685755,0.1663056448665334,0.402462697953859
3,8 / cpu / 64,0.041286159186121475,0.0,0.13051180221729464,0.0,0.0030571847930821474,0.08764880621219442,0.11087042991102226,0.3733743823197149
3,16 / cuda / 64,0.09409596225995276,0.0,0.012011573120706826,0.041516015675602876,0.032077088639272514,0.07509566719389794,0.11087042991102226,0.36566673680045514
3,16 / cuda / 128,0.08974111823952093,0.0,0.010264566755184511,0.038997849146433276,0.03464327715432618,0.050100972615245445,0.0,0.22374778391071032
3,8 / cpu / 128,0.0,0.0,0.09481201440442286,0.020247749180989934,0.0,0.07515145892286818,0.0,0.19021122250828096
